sample_name,species,split,T(degrees),t(day),delta_L(mm),delta_R(mm),delta_T(mm),volume(mm^3)_change_rate(%),weight(g)_change_rate(%),density(g/cm^3)_change_rate(%),EMC(%),delta_EMC(%),L*,a*,b*,delta_E*ab
X644,Populus alba,test,180,0.25,0.0605281754506069,-0.4408855212082634,-0.8487163165711868,-1.2261056015997414,-1.6962417707208954,-0.475972089573452,7.541563678938455,-20.478636843977085,49.91,11.09,21.22,33.50783341250223
X645,Populus alba,train,180,0.5,0.0831404525926102,-0.9230106345735742,-1.059758610538716,-1.8915144122164007,-3.4548526722681285,-1.5934791477877903,6.616575242625354,-30.23209706663606,41.03,9.01,14.4,42.7456886714906
X646,Populus alba,val,180,0.5,0.0814235698437246,-0.8274168636948821,-0.9558752534517736,-1.6954091194773309,-3.231928679748163,-1.5630191291251865,6.684015823190552,-29.52097572272227,40.91,9.07,14.3,42.259746804731336
X647,Populus alba,not assigned,180,0.5,0.0598452448680614,-0.7981859333562583,-1.5266382801952645,-2.2541477836619355,-3.090114088431668,-0.8552447861618792,6.836625359982997,-27.91179771760428,39.42,9.21,14.52,43.662406026237264
X648,Populus alba,test,180,0.5,0.0515282062947746,-0.762289133986386,-1.2684335361451926,-1.9705604922714683,-2.9085303186022604,-0.9568246345597377,6.870346847323663,-27.55622442337257,38.61,9.4,14.14,45.32764388317575
X649,Populus alba,not assigned,180,0.5,0.0815339005477335,-0.7334026810087877,-1.2572922953128145,-1.901506138279761,-2.866447315759997,-0.9836452523322275,6.867537289157427,-27.58584956541959,38.62,9.95,14.44,45.48414778799313
X650,Populus alba,train,180,1.0,0.0680921389548124,-1.3235873128194413,-2.0418084589207663,-3.2725267960010034,-6.8720546820825525,-3.7213087108045535,5.938071431104085,-37.38652157271187,36.92,7.78,12.66,47.3323092612224
X651,Populus alba,not assigned,180,1.0,0.089814278440964,-1.332919888267431,-2.015161692735813,-3.234387748604622,-6.694422537277841,-3.575686349902997,5.932419947712929,-37.44611314844482,37.29,7.89,12.7,47.87825706936292
X652,Populus alba,test,180,1.0,0.134768329335201,-1.5195400345185646,-2.096265391268948,-3.454068181247728,-6.857223249067343,-3.5249077860768243,5.978708111542826,-36.958031625507815,36.5,7.05,10.03,48.02620638776292
X653,Populus alba,val,180,1.0,0.1031898709581455,-1.540615861075464,-2.007131940906803,-3.4172759494983067,-6.841284968332436,-3.5451568098698107,6.00154514212644,-36.71722854013224,36.87,7.35,11.56,43.618365398075156
X654,Populus alba,not assigned,180,1.0,0.1004468310023537,-1.408138595442288,-1.9555646564963547,-3.2390997723445003,-6.306855100714745,-3.170449345916107,5.940358025226473,-37.36241077960079,36.73,6.92,9.62,45.85892606679751
X655,Populus alba,train,180,2.0,0.1267278424636601,-3.288465297850875,-3.6322913623526887,-6.683355242569207,-12.371313986980953,-6.095331394733646,5.739943696232254,-39.47566226378945,34.41,6.93,10.87,49.04667470889336
X656,Populus alba,not assigned,180,2.0,0.1030467193618596,-2.9880229448064046,-3.508941517641369,-6.295629225929135,-11.964256087894269,-6.049479672226471,5.71437545477864,-39.74526436495211,32.93,6.34,8.97,50.93520393598126
X657,Populus alba,test,180,2.0,0.1253316052985746,-2.78745612674581,-3.876841243862516,-6.439023138439445,-11.969505681266396,-5.91109961475739,5.734458602239509,-39.53349936096336,32.96,6.49,8.85,51.440931173531446
X658,Populus alba,not assigned,180,2.0,0.0815664173360847,-2.6408598834028054,-4.736403665357628,-7.17662714604848,-11.312333002323886,-4.455457423188607,5.726587480232241,-39.61649572328718,33.04,6.25,8.94,50.566624368253024
X659,Populus alba,val,180,2.0,0.1881068433316456,-2.674088391741224,-4.359700586688238,-6.74211175925328,-10.858221750321222,-4.413685607422419,5.758579936504993,-39.2791540469683,33.98,7.27,11.02,48.96200261427223
X620,Populus alba,train,180,4.0,0.149738267472557,-4.887236785199951,-6.082556062710851,-10.53877376122096,-19.31664092809523,-9.811923596313603,6.152364835293096,-35.12692338566143,70.89,5.52,22.63,11.203325399183942
X621,Populus alba,val,180,4.0,0.1165550154765158,-4.921328840774995,-5.642857142857151,-10.181833381483822,-18.580547911945622,-9.35079711227416,6.056050148170699,-36.1425052381768,74.79,4.47,21.5,10.515992582728451
X622,Populus alba,not assigned,180,4.0,0.0855345373986362,-4.931792990624979,-5.551969012265997,-10.133148136562689,-18.550960094486346,-9.366982133429415,6.085758341261777,-35.82924977656708,72.09,5.46,24.34,10.711853247687815
X623,Populus alba,test,180,4.0,0.066498267908053,-5.005271577104307,-5.747477835524306,-10.405547541016205,-19.002845782196907,-9.595793048812402,6.123328236122226,-35.43309728351383,71.25,4.68,20.03,9.29273372049367
X624,Populus alba,not assigned,180,4.0,0.096480138399095,-4.949177552043942,-5.845323741007186,-10.418742265526582,-18.627379334200526,-9.163342060908608,6.090179196877065,-35.782634448525044,72.57,4.67,21.02,8.99240234864967
Y559,Picea sitchensis,test,160,0.125,0.0420938406697687,-0.1375872062587809,0.0991768322919744,0.0035471159650375,-0.4011747218779106,-0.4047074823992354,9.838935393417982,1.0859855658102764,72.91,6.91,22.92,6.988576392942992
Y561,Picea sitchensis,train,160,0.125,0.037046351026377,-0.1695102063589916,-0.3386454183266825,-0.4707057081826624,-0.4603839371593475,0.0103705859634088,9.713785311303146,-0.1998160873526663,74.46,7.57,23.03,6.236393188374196
Y679,Picea sitchensis,not assigned,160,0.125,0.0421515784721071,-0.0817268204437597,-0.3476360746920952,-0.3871085840844118,-0.3812605002678621,0.0058708102268955,9.88805580501661,1.5906524854820168,72.73,7.22,23.06,7.4514226829512165
Y681,Picea sitchensis,val,160,0.125,0.0134621212011289,-0.1752661291130087,0.0,-0.1618418389914367,-0.3609267667947415,-0.1994076528157072,9.715293089608505,-0.1843250560654976,75.24,7.46,23.26,6.281496636948875
Y683,Picea sitchensis,not assigned,160,0.125,0.0420162999078574,-0.0993424168053698,-2.310536044362289,-2.3357842318644604,-0.5120780213856825,1.8673228430036648,9.47463916486589,-2.656822149517456,72.38,8.04,23.55,6.681624054075474
Y598,Picea sitchensis,train,160,0.25,0.02701379828424,-0.1723089057004666,-0.0712105798575755,-0.2164569477020149,-0.5203203434385975,-0.3045225559662692,9.655789308369354,-0.7956715209966368,74.23,8.27,25.64,8.23869528505576
Y625,Picea sitchensis,not assigned,160,0.25,0.0168370010936234,-0.1999144419507237,-0.2029838627829224,-0.3857235592469678,-0.5388847339896979,-0.1537542410739007,9.542350360001231,-1.961152077461304,70.37,8.9,24.93,8.750005714283843
Y629,Picea sitchensis,val,160,0.25,0.0352546878498931,-0.125285452297151,-0.2442273534635708,-0.3340771611244236,-0.8707006409411381,-0.5384222255025403,9.42878855044012,-3.127894919354668,70.14,8.59,24.47,8.078619931646745
Y671,Picea sitchensis,test,160,0.25,0.0354308520891977,-0.0804490942515637,-0.2546862265688527,-0.2997246054412585,-0.5116382755452205,-0.2125507369616842,9.460153679677353,-2.805647148171455,72.82,8.44,24.97,9.761480420509997
Y676,Picea sitchensis,not assigned,160,0.25,0.051067134836216,-0.0695131911935389,-0.8874098724348316,-0.6396684201401728,-0.5351308831382093,0.105210535572684,9.226408668194487,-5.207161530778732,68.06,8.5,23.4,8.916423049631504
Y517,Picea sitchensis,not assigned,160,0.5,0.0253729828478636,-0.1993959094805444,-0.4587623610969691,-0.6319987995109781,-1.0924986399119496,-0.4634287042484037,9.423668540655322,-3.1804982971092564,69.81,9.72,26.32,11.893351083693782
Y566,Picea sitchensis,not assigned,160,0.5,0.0302586554781641,-0.2077032552122566,-0.1880322973122382,-0.3651887627602732,-1.1419568217922271,-0.7796151258644002,9.051514073839911,-7.004042162019777,65.4,9.63,26.0,13.096644608448381
Y655,Picea sitchensis,train,160,0.5,0.0370228715770573,-0.1890678863723921,-0.3497202238209447,-0.501306552654889,-0.8313089566836032,-0.3316650627209903,9.023812174908938,-7.288653620832215,63.58,10.46,24.64,13.93396928373247
Y684,Picea sitchensis,val,160,0.5,0.0657898210258803,-0.1137543087742317,-0.0710804224207747,-0.1190780998244051,-0.926386437046714,-0.8082708107451777,9.127618963557923,-6.2221346206135095,68.42,9.71,26.31,15.742845994292141
Y685,Picea sitchensis,test,160,0.5,0.0387440252206561,-0.2972519156714424,-0.4507211538461708,-0.708143682467893,-1.1135034724421031,-0.4082507921675545,9.138017525696158,-6.115298986453963,69.53,8.77,26.76,15.371548393053969
Y537,Picea sitchensis,not assigned,160,1.0,0.0708133425215812,-0.2416967784581468,-0.6824200448156464,-0.85239267263497,-1.3680576925649963,-0.5200982997273997,9.02487164009034,-7.277768593362031,65.47,10.62,26.17,17.032022780632964
Y599,Picea sitchensis,test,160,1.0,0.0505322918595372,-0.3625100097093784,-0.4731861198738175,-0.7838883594606638,-1.4626240462773688,-0.6840982533923079,8.748108523914826,-10.12125432105393,65.02,10.48,28.14,20.102999776152814
Y622,Picea sitchensis,val,160,1.0,-0.0268525771755998,-0.3487491545109102,-0.7104612850082276,-1.0834186514678914,-1.3061266766792696,-0.2251473131958221,8.86140380336677,-8.957249830180347,60.78,11.42,25.74,21.02516825140765
Y647,Picea sitchensis,train,160,1.0,0.0455230092500068,-0.2934578577203432,-0.6549994882816503,-0.9014423391835672,-1.5945702837517288,-0.6994329291254734,8.969724668993402,-7.844352852877807,64.75,10.51,25.77,17.954158292718713
Y648,Picea sitchensis,not assigned,160,1.0,0.0311685213364191,-0.3488302322570931,-0.0973709834469653,-0.4148519475676971,-1.5572649358145878,-1.1471720538542487,8.810070108349272,-9.48465619541066,58.18,10.55,23.08,18.43691405848603
Y619,Picea sitchensis,not assigned,160,2.0,0.0959673655261904,-0.6542101466320784,-1.0315413608411126,-1.584651603582664,-2.657078244205992,-1.0896945020238082,8.398909851030622,-13.708948578136573,53.97,11.35,25.42,25.865933194068223
Y641,Picea sitchensis,val,160,2.0,0.1263240495333683,-0.4180892455840316,-0.9285784846389528,-1.2181664547363542,-2.207628606240831,-1.0016640874064089,8.139755881234953,-16.371516569752057,51.49,11.66,22.16,28.7796403730137
Y645,Picea sitchensis,test,160,2.0,0.1010339161231717,-0.6405059184860664,-1.2702540508101865,-1.8035146062073788,-2.198622575048629,-0.4023646745163592,8.139634893671914,-16.37275960536129,54.31,11.98,23.58,27.36230070736012
Y687,Picea sitchensis,train,160,2.0,0.1230313645418273,-0.4935071196888802,-0.9156577474819396,-1.283334051548083,-2.37436329362692,-1.105212814468984,8.338468701641947,-14.329925636159723,57.88,11.91,25.18,23.954600810700228
Y696,Picea sitchensis,not assigned,160,2.0,0.0995124282358062,-0.525582659136805,-1.18612127258618,-1.607720861958636,-2.2343218621698338,-0.6368396033718307,8.054719463619483,-17.24518732171127,53.69,12.14,25.76,24.2272924611893
Y560,Picea sitchensis,train,160,4.0,0.0740806540322738,-1.1588234107039144,-1.7946877243359725,-2.860806868648785,-3.884111532069085,-1.0534415928662142,7.596139904303128,-21.956669292091892,46.09,11.32,19.05,35.14872543919623
Y576,Picea sitchensis,not assigned,160,4.0,0.1118251922847878,-0.9299117689932528,-1.5406162464986164,-2.347132503414592,-4.035976691157842,-1.7294363504505477,7.504818227420327,-22.89491528539276,46.16,12.49,22.24,33.59026198171132
Y579,Picea sitchensis,not assigned,160,4.0,0.1415786405036983,-1.105708672718705,-1.7507002801120344,-2.699414539923088,-4.332393366330764,-1.6782826317912594,7.806509461186456,-19.79531614357747,45.43,10.38,18.14,31.71446357736482
Y653,Picea sitchensis,val,160,4.0,0.0893127970071788,-1.2878706953554606,-2.095625635808744,-3.270197770348421,-3.930315980246539,-0.6824351902745299,7.544273842015081,-22.48954523996247,48.6,11.27,19.98,34.1446833343055
Y678,Picea sitchensis,test,160,4.0,0.107876692323907,-1.0697131771693642,-2.097075908240632,-3.039870734679797,-3.5232525474372416,-0.498536683500847,7.543663671930825,-22.49581417474693,50.28,13.41,25.03,33.86187531723546
Y590,Picea sitchensis,train,160,8.0,0.1213496830348516,-1.7520680015672423,-3.0265722786498404,-4.610044613935139,-5.81066046323455,-1.2586397010463537,7.127516778523485,-26.77133964352608,42.31,10.29,16.25,40.010796043068176
Y621,Picea sitchensis,not assigned,160,8.0,0.1196520458271908,-1.8841638470676,-3.262626262626266,-4.97175005092,-6.213954388360055,-1.3071947953431429,7.089312732107647,-27.1638509803858,43.77,10.18,17.0,38.41179376181226
Y646,Picea sitchensis,test,160,8.0,0.1685129862486739,-1.4634947037020405,-3.4535686876439127,-4.70621154710269,-6.731336053182979,-2.125137995831992,7.135168961201502,-26.69272052501307,41.85,11.75,18.65,35.435477984641324
Y693,Picea sitchensis,val,160,8.0,0.180350819486353,-1.861630565968499,-2.6484669450952585,-4.288488018146895,-5.991850830183516,-1.7796843626914742,7.153256876623956,-26.50688387864856,44.51,13.01,20.98,38.83525460197217
Y697,Picea sitchensis,not assigned,160,8.0,0.1432488701313409,-1.4156837697821307,-2.5534079348931784,-3.795498440643488,-6.696971090368054,-3.015942708184413,7.245948267365081,-25.55456533890082,45.21,11.08,19.65,36.15740034902952
Y540,Picea sitchensis,train,160,16.0,0.1396900680239551,-3.176128948113278,-4.5722093756569135,-7.473992870746776,-10.077974073217058,-2.814323543468895,6.855651903317115,-29.564500463480897,39.07,10.09,14.82,40.14957160419024
Y551,Picea sitchensis,val,160,16.0,0.1365175925184661,-3.005021928267773,-4.454067429631925,-7.198775205513543,-9.981831563669305,-2.998943563858128,6.9119892051984255,-28.985686653137087,40.01,9.27,13.78,41.909952278665266
Y595,Picea sitchensis,not assigned,160,16.0,0.1653954973329281,-3.043357895795616,-3.6444885799404254,-6.422354635472365,-11.286002035010489,-5.1974458008555295,7.15263798511306,-26.51324241804695,38.41,8.25,13.3,39.34557281321496
Y611,Picea sitchensis,not assigned,160,16.0,0.1229785543618262,-2.883121504238283,-4.341651450598507,-6.985319299980572,-9.902706329680164,-3.1364801854327005,6.8882268975361605,-29.229822445609617,40.64,9.34,15.13,41.5647290379716
Y677,Picea sitchensis,test,160,16.0,0.1552838394361285,-2.373879210007966,-4.405331162885337,-6.5297453220868,-10.46112470098522,-4.206021896961197,6.998226482019544,-28.099678180532816,42.03,10.14,16.81,39.99894498608682
Y538,Picea sitchensis,not assigned,140,0.5,0.0219515886017286,-0.0894749362061063,-0.2722014290575129,-0.3395758830798798,-0.3661925395629306,-0.0267073481965334,9.789994918278836,0.5831673272832558,75.76,7.49,23.16,6.0372261842670785
Y541,Picea sitchensis,val,140,0.5,-4.538657163662141e-06,-0.1319417999219285,-0.2584493041749483,-0.3900544966688206,-0.446460425054782,-0.0566268037804262,10.001842997122868,2.759710925130077,71.21,8.3,21.5,6.034848796780253
Y554,Picea sitchensis,train,140,0.5,0.0269607695722304,-0.0587981759281921,-0.1733278955954268,-0.2053025089331546,-0.3986828937598819,-0.1937782163666888,9.801697268273175,0.7033981790281862,76.41,7.75,23.25,5.554502678008183
Y626,Picea sitchensis,test,140,0.5,0.0252860700298823,-0.0507378993294484,0.0,-0.0254593223290647,-0.5261815355958507,-0.5008497262129555,9.619169161408823,-1.1719097519689023,72.16,8.32,22.86,5.757047854586586
Y656,Picea sitchensis,not assigned,140,0.5,0.0320097833474244,-0.0237622429546755,-0.0222766763199005,-0.014036499663048,-0.4127960950773867,-0.3988155751612006,9.669684106845525,-0.652915283452716,71.86,8.28,22.88,5.217144813017944
Y510,Picea sitchensis,not assigned,140,1.0,0.0067315135198109,-0.2480665455092764,-0.3090727816550407,-0.549678619984582,-0.6052086186668928,-0.0558369223062854,9.73657937977079,0.0343719405154415,69.15,8.8,23.55,8.230091129507619
Y512,Picea sitchensis,val,140,1.0,0.005056009410554,-0.2801765629259136,-0.4783715012722707,-0.752163976789243,-0.8876144375460465,-0.1364769915236474,9.60806485005813,-1.2859963082913932,74.5,7.91,25.29,8.806071768955775
Y518,Picea sitchensis,test,140,1.0,0.0370716483132548,-0.2769684057912125,-0.1595065929391808,-0.3991147629945192,-0.5045930909561411,-0.1059009944646935,9.62667967056785,-1.0947461981814597,73.81,8.47,24.1,8.669965397854822
Y520,Picea sitchensis,train,140,1.0,0.0336366475369501,-0.1640279054966505,-0.230530219504858,-0.360701367308231,-0.6575877137160051,-0.2979610961556566,9.452938161940548,-2.8797799372006883,68.09,9.74,24.26,9.333697016723866
Y533,Picea sitchensis,not assigned,140,1.0,0.0100968180280245,-0.1149663530078231,-1.1066067711186682,-1.210320487038654,-0.6067403938237095,0.6109748469583444,9.45825551544588,-2.825149034750815,70.77,8.98,25.26,7.727852224259989
Y594,Picea sitchensis,not assigned,140,2.0,-0.0017150449424373,-0.1656170943490025,-0.1766394347538089,-0.3436441831377718,-0.8852367651919204,-0.5434601512515882,9.2093132735725,-5.382800941436512,67.9,9.46,25.79,11.286602677511063
Y600,Picea sitchensis,not assigned,140,2.0,0.0455677404029373,-0.2860819418995577,-0.5554412672289861,-0.7947708708926631,-0.8430783219255864,-0.0486944604200708,9.47905204385215,-2.6114838884483604,66.85,9.88,25.07,13.437767671752633
Y608,Picea sitchensis,test,140,2.0,0.0185259457370567,-0.2689213173336114,-0.6390748630553926,-0.8879101990833002,-0.8114766747016153,0.077118265324853,9.36836119396581,-3.748730267905544,71.17,8.97,26.72,11.889533212031498
Y670,Picea sitchensis,train,140,2.0,0.0455363176656518,-0.2614507578914041,-0.725088046405638,-0.9395682064293488,-0.8429453703283121,0.0975392842042027,9.375268343227445,-3.6777656805143577,71.8,9.37,26.18,12.5028836673785
Y695,Picea sitchensis,val,140,2.0,0.0370404386689722,-0.1859692808213014,-0.3447508896797415,-0.4932363098315724,-0.6956145543968373,-0.2033813954550846,9.196331327027805,-5.516178467414703,65.71,9.68,25.36,12.256802193068149
Y521,Picea sitchensis,not assigned,140,4.0,0.0404721898781575,-0.4085497097350296,-0.9565131643822062,-1.3212104192234475,-1.064976876101897,0.2596642543044281,8.997370881348745,-7.560313522263737,67.51,9.91,27.93,17.712831507130634
Y522,Picea sitchensis,train,140,4.0,0.0588985043927766,-0.4184636767024295,-1.214973730297711,-1.5704228479584816,-1.1151312841652408,0.4625556433001473,9.142863616024645,-6.065509878445027,63.99,11.14,25.89,18.100102209656164
Y532,Picea sitchensis,val,140,4.0,0.0286439801132429,-0.3977238491100021,-0.9527712324556908,-1.3184450129797969,-1.181777455084734,0.1384935187868068,9.131128064032003,-6.186081850096374,62.7,11.75,27.03,17.184443546417207
Y637,Picea sitchensis,test,140,4.0,0.0472100857919743,-0.3608449536678482,-0.7526444263629131,-1.0641165982920224,-1.076787760867839,-0.0128074487639203,9.237505051865826,-5.093156424048993,67.23,11.02,27.74,15.501938588447572
Y668,Picea sitchensis,not assigned,140,4.0,0.0605782987296628,-0.0084574206528196,,,-1.450522573120604,,8.982328339001747,-7.71486176938192,58.75,11.37,26.14,17.926711912673785
Y503,Picea sitchensis,train,140,8.0,0.0758894257972401,-0.6347059978438339,-1.0776292157253742,-1.6308996989794964,-1.8608016817464013,-0.2337136174503774,8.447073259994411,-13.21411397778226,57.98,12.36,25.69,24.854311497203057
Y507,Picea sitchensis,val,140,8.0,0.0707430340956097,-0.5489612251594096,-1.203713149036013,-1.6765690735422567,-2.407793736125605,-0.7436931926533986,8.656777773971443,-11.059593531683124,60.88,12.07,27.54,22.88716889438272
Y526,Picea sitchensis,test,140,8.0,0.075829234895745,-0.4617513574520112,-1.3792354474370183,-1.7601748612051136,-2.222754846404504,-0.4708680868943459,8.376425544829525,-13.939954084445905,55.78,11.7,24.55,23.84236775154683
Y577,Picea sitchensis,not assigned,140,8.0,0.0842529395154961,-0.7242565925958375,-1.2943334692213684,-1.9266278217520207,-1.870816781846866,0.056907434368333,8.472705898010336,-12.950762266150456,57.89,12.37,25.59,25.06181757175644
Y634,Picea sitchensis,not assigned,140,8.0,0.0488731856932238,-0.6089119878256956,-1.0916139563354348,-1.6458176979276735,-1.93976269495238,-0.2988637495067768,8.480481344047066,-12.870876730326891,58.67,11.93,25.57,23.816634942829346
Y535,Picea sitchensis,not assigned,140,16.0,0.0926824248607455,-1.0450328039873955,-1.69696969696969,-2.6341663432800395,-3.039942283727947,-0.4167539322659512,8.023021160979024,-17.570858142287822,52.81,12.39,23.54,30.534305297484654
Y552,Picea sitchensis,test,140,16.0,0.0724100767883605,-1.0813294320079048,-1.8006957233476766,-2.7922622745028858,-3.000550323765246,-0.2142710592139674,8.01868534494186,-17.615404652639135,51.48,12.28,22.89,31.281990026211567
Y593,Picea sitchensis,not assigned,140,16.0,0.0994603337347268,-1.108109806202568,-1.4773200166458536,-2.472153654112671,-2.971514195417153,-0.5120184234700205,8.01844470666282,-17.617876988987426,51.01,12.06,22.6,30.92556547583245
Y640,Picea sitchensis,train,140,16.0,0.1228897848001844,-1.1401329543574317,-1.6955875061973342,-2.6969553954480823,-3.122119531731359,-0.4369484408336623,8.088388682259673,-16.899267157243962,50.37,12.44,22.27,30.591673703803792
Y658,Picea sitchensis,val,140,16.0,0.0926456321662825,-1.1215312115410785,-1.4642027668383455,-2.479058573420879,-3.240890806582749,-0.7811986041330574,8.19375034323686,-15.816773278093702,50.73,11.36,21.15,26.895891879616112
Y511,Picea sitchensis,test,140,32.0,0.0774063226478594,-1.875960636267079,-2.804398264904675,-4.553946984427227,-4.870474170580211,-0.3316294138442193,7.747962948217739,-20.39682756003045,45.08,12.11,18.89,36.316234661649595
Y567,Picea sitchensis,val,140,32.0,0.0793086043634321,-1.4500572611101386,-3.0022389578669006,-4.332968243669841,-5.469008949287363,-1.1874944636215976,7.943584165784129,-18.386999993878224,49.42,12.01,22.03,32.67955630053749
Y574,Picea sitchensis,train,140,32.0,0.1788351294169842,-1.3035181244800174,-2.7412401901182832,-3.837368982689207,-5.663716814159294,-1.899228226338056,7.767354596622889,-20.19759625985426,46.47,12.89,22.62,32.50372594026722
Y618,Picea sitchensis,not assigned,140,32.0,0.099342742295476,-1.7624304609557742,-3.2929113674455253,-4.902935127290461,-5.23759617596688,-0.3519152238025187,7.695835131635745,-20.93239279182472,47.94,14.18,24.36,35.41716815331232
Y708,Picea sitchensis,not assigned,140,32.0,0.1446912528674372,-1.6484660692578124,-2.7750247770069314,-4.239880936348665,-6.178533332646263,-2.024488289335756,7.948085615892883,-18.340751746225013,46.16,12.96,22.9,33.68632957150423
Y528,Picea sitchensis,not assigned,140,64.0,0.1348281904399631,-2.7033121347741886,-3.347528969000685,-5.833551973936212,-8.749896932717673,-3.09701068683642,7.542257538021892,-22.510260903619347,42.07,9.81,15.99,35.51158965746254
Y556,Picea sitchensis,val,140,64.0,0.0876181123202118,-2.4488215802876203,-3.771118262268705,-6.045478091377132,-7.5703369764147554,-1.622975514175529,7.38996437021417,-24.07493272503222,46.9,12.63,22.11,35.87791242533489
Y615,Picea sitchensis,not assigned,140,64.0,0.091052176308133,-2.3909051114393947,-3.8520174814513446,-6.065210003234952,-7.693116365024652,-1.7330175133683388,7.352438724682159,-24.460474118579157,44.69,11.63,19.39,38.323107911546
Y652,Picea sitchensis,train,140,64.0,0.1078587790825451,-2.6368956891384783,-4.593848580441633,-7.009457959324237,-8.025537168927778,-1.092669412722734,7.321185927344764,-24.7815677831084,44.02,14.19,21.67,39.366072956290665
Y657,Picea sitchensis,test,140,64.0,0.0606638906947881,-2.687328596812688,-4.281407035175863,-6.797171435500991,-8.03286001040815,-1.3258058729966855,7.375264887087363,-24.225956355106604,46.01,13.02,21.99,37.662997756418704
Y501,Picea sitchensis,not assigned,120,4.0,0.0168198394008516,-0.2571668180494547,-1.0911358204302235,-1.3289009173723851,-0.412994841667074,0.9282414853191466,9.280660895548625,-4.649769937893391,77.61,6.96,22.44,6.545540466607784
Y548,Picea sitchensis,test,120,4.0,0.0328512415856461,-0.1680771041258321,0.4191209787041325,0.283262495547758,-0.4230616113180874,-0.7043290069439119,9.478175254348532,-2.620492091832465,71.28,8.85,23.81,6.376001882057441
Y568,Picea sitchensis,val,120,4.0,0.026110570285365,-0.1244247091562796,-0.1663524453809534,-0.2645383010793438,-0.5901928698817792,-0.3265183348581897,9.258711252496855,-4.875282273525761,73.52,8.26,24.22,7.33839900795807
Y571,Picea sitchensis,not assigned,120,4.0,0.048771569919528,-0.2063141346097079,-0.1303650220617897,-0.2877950759036002,-0.3219988383586151,-0.0343024833129063,9.448380204659529,-2.9266087439257427,74.42,8.67,24.41,7.013993156540713
Y660,Picea sitchensis,train,120,4.0,0.0606389551882395,-0.1509369102823003,-0.2077767883644901,-0.2979787742155004,-0.3505805842664048,-0.0527590207341655,9.490129952588372,-2.497668594635344,70.14,9.19,24.42,7.3977969693686525
Y624,Picea sitchensis,train,120,8.0,0.0236342880901277,-0.3591660836208518,-0.3930659141302305,-0.7273574095374536,-0.3501064048877554,0.3800150724364303,8.952985564999878,-8.016331705976686,74.15,8.09,24.9,10.442571522378952
Y617,Picea sitchensis,not assigned,120,8.0,0.005031353984594,-0.3688507423068518,-0.7212033793529805,-1.0824237136261678,-0.6084916884794516,0.4791181132205007,9.283124700731925,-4.624456612290824,74.68,9.27,27.14,9.072800008817556
Y702,Picea sitchensis,test,120,8.0,0.0388162882865174,-0.4375358645926079,-0.6136851795029382,-1.0102611947905271,-0.5941973075747622,0.4203101172278985,9.06502159658486,-6.865264825384439,67.9,9.87,25.22,12.562726614871467
Y703,Picea sitchensis,val,120,8.0,0.0252807853284259,-0.4149601157801794,-0.6424870466320997,-1.029801642803008,-0.4694449019930827,0.5661873474149555,9.16787339677285,-5.808557450704875,71.04,9.82,26.16,11.652544786440428
Y706,Picea sitchensis,not assigned,120,8.0,-0.0118004607565202,-0.2228903274927591,-0.5558025789239545,-0.78916591026794,-0.5957965847250786,0.1949074688435421,8.670266917470657,-10.921005024844376,69.71,9.45,26.16,10.382706776173542
Y547,Picea sitchensis,test,120,16.0,-0.0050384141263344,-0.4091759169434669,-0.878447395301313,-1.288991840426151,-0.8985673658491014,0.3955227302976195,8.832722569519285,-9.251923051904718,68.27,11.45,29.04,14.847198388921734
Y630,Picea sitchensis,train,120,16.0,0.0757624515072558,-0.4243016696500961,-0.7840412862246985,-1.1302194511640802,-0.9229337265606178,0.2096552894653985,8.684614694441963,-10.773594851098023,62.12,11.3,25.11,15.9750211267466
Y650,Picea sitchensis,not assigned,120,16.0,0.0572018411048784,-0.2107760460170723,0.2612876254180639,0.1071477337890112,-1.209448745992611,-1.315187286409144,8.416902926497814,-13.524086324830394,60.79,10.99,26.52,18.615533836019846
Y694,Picea sitchensis,not assigned,120,16.0,0.0742912542803148,-0.3709105861081276,-0.7209805335255978,-1.0157856910071914,-0.5561188279428129,0.4643840093830242,8.591324561716535,-11.732064912444686,64.7,10.6,26.82,17.778157947324015
Y699,Picea sitchensis,val,120,16.0,0.0268961807423346,-0.2440743806137801,-0.8517699115044047,-1.0671732674749377,-0.9683231691951076,0.0999163791681479,8.354167859483058,-14.168631270512854,62.79,11.08,27.16,15.42672356659054
Y500,Picea sitchensis,val,120,32.0,0.0219224086218732,-0.6027486097485308,-1.1235955056179718,-1.6979881077117724,-1.5543262581925346,0.1461433461571986,8.208886852954667,-15.66125960291758,58.3,12.27,25.82,23.670751994814193
Y506,Picea sitchensis,test,120,32.0,0.0709783868868908,-0.4455083822596807,-0.5269024217245881,-0.8997379877692427,-1.5199713434878586,-0.6258644963441901,8.131378935939198,-16.457581955628942,63.97,10.92,27.87,21.299657274238
Y508,Picea sitchensis,train,120,32.0,0.07904292800982,-0.623652291007827,-1.091123562370971,-1.630277858380206,-1.7225481553535686,-0.0937994892783401,8.102298151374859,-16.75636019241661,58.87,12.77,25.98,22.7714426420462
Y529,Picea sitchensis,not assigned,120,32.0,0.0638466844910088,-0.5755119171995637,-0.9597308795883994,-1.4668590178561889,-1.83953753443702,-0.3782265670880983,8.31198450387403,-14.60202633875004,58.53,11.67,25.58,19.461721403822423
